person_key,gender_code,age,south_african_citizen,highest_qualification,education_level_code,field_of_study,nqf_level,township_code,ward_number,currently_employed,months_unemployed,seeking_work,preferred_sector,income_band,digital_literacy_level,has_smartphone,transport_mode,willing_to_relocate,training_interest,completeness_score,quality_score,employment_probability,employment_prediction
57,Male,40,True,Diploma,NQF,Hospitality,8,SOWETO,59,True,0,False,Manufacturing,>R15000,Intermediate,True,Taxi,False,True,90.0,90.0,0.9961199916308389,True
57,Male,40,True,Diploma,NQF,Hospitality,8,SOWETO,59,True,0,False,Manufacturing,>R15000,Intermediate,True,Taxi,False,True,90.0,90.0,0.9961199916308389,True
57,Male,40,True,Diploma,NQF,Hospitality,8,SOWETO,59,True,0,False,Manufacturing,>R15000,Intermediate,True,Taxi,False,True,90.0,90.0,0.9961199916308389,True
57,Male,40,True,Diploma,NQF,Hospitality,8,SOWETO,86,True,0,False,Manufacturing,>R15000,Intermediate,True,Taxi,False,True,90.0,90.0,0.9961683140343324,True
57,Male,40,True,Diploma,NQF,Hospitality,8,SOWETO,86,True,0,False,Manufacturing,>R15000,Intermediate,True,Taxi,False,True,90.0,90.0,0.9961683140343324,True
57,Male,40,True,Diploma,NQF,Hospitality,8,SOWETO,86,True,0,False,Manufacturing,>R15000,Intermediate,True,Taxi,False,True,90.0,90.0,0.9961683140343324,True
57,Male,40,True,Diploma,NQF,Hospitality,8,SOWETO,127,True,0,False,Manufacturing,>R15000,Intermediate,True,Taxi,False,True,90.0,90.0,0.9964263167432814,True
57,Male,40,True,Diploma,NQF,Hospitality,8,SOWETO,127,True,0,False,Manufacturing,>R15000,Intermediate,True,Taxi,False,True,90.0,90.0,0.9964263167432814,True
57,Male,40,True,Diploma,NQF,Hospitality,8,SOWETO,127,True,0,False,Manufacturing,>R15000,Intermediate,True,Taxi,False,True,90.0,90.0,0.9964263167432814,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,WARD_002,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993917457147988,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,WARD_002,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993917457147988,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,WARD_002,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993917457147988,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,116,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993818370087026,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,116,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993818370087026,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,116,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993818370087026,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,94,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993908549517782,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,94,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993908549517782,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,94,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993908549517782,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,88,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993868564524964,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,88,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993868564524964,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,88,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993868564524964,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,82,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993765401421049,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,82,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993765401421049,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,82,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993765401421049,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,127,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.999306991109995,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,127,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.999306991109995,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,127,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.999306991109995,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,65,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993945624976003,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,65,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993945624976003,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,65,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993945624976003,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,118,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993876677030928,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,118,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993876677030928,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,118,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993876677030928,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,79,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993865806163856,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,79,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993865806163856,True
58,Male,35,True,Matric,NQF,Engineering,4,ALEXANDRA,79,True,0,False,Finance,R3500-R7500,Intermediate,True,Bus,False,True,90.0,90.0,0.9993865806163856,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,WARD_002,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9909661779469744,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,WARD_002,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9909661779469744,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,WARD_002,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9909661779469744,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,116,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9908202741031139,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,116,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9908202741031139,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,116,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9908202741031139,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,94,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9909530599886827,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,94,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9909530599886827,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,94,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9909530599886827,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,88,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9908941794657169,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,88,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9908941794657169,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,88,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9908941794657169,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,82,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9907422951677989,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,82,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9907422951677989,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,82,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9907422951677989,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,127,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9897194753960763,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,127,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9897194753960763,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,127,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9897194753960763,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,65,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9910076618628351,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,65,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9910076618628351,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,65,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9910076618628351,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,118,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9909061251348122,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,118,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9909061251348122,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,118,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9909061251348122,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,79,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9908901178387977,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,79,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9908901178387977,True
59,Female,29,True,Certificate,NQF,Education,5,ALEXANDRA,79,True,0,False,Retail,R3500-R7500,Basic,False,Train,False,False,90.0,90.0,0.9908901178387977,True
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,WARD_001,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0010679788340546535,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,WARD_001,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0010679788340546535,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,WARD_001,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0010679788340546535,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,83,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0012007196823008242,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,83,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0012007196823008242,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,83,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0012007196823008242,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,WARD_001,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0010679788340546535,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,WARD_001,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0010679788340546535,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,WARD_001,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0010679788340546535,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,41,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011851258544024984,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,41,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011851258544024984,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,41,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011851258544024984,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,126,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011746555845974233,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,126,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011746555845974233,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,126,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011746555845974233,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,104,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011629020666749242,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,104,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011629020666749242,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,104,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011629020666749242,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,59,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011706532227143394,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,59,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011706532227143394,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,59,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011706532227143394,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,86,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011854565753668213,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,86,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011854565753668213,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,86,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0011854565753668213,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,127,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0012712608021387551,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,127,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0012712608021387551,False
60,Male,40,True,Certificate,NQF,Business,8,SOWETO,127,False,42,True,Retail,>R15000,Basic,True,Taxi,False,True,90.0,90.0,0.0012712608021387551,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,WARD_002,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.0047896554779912415,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,WARD_002,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.0047896554779912415,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,WARD_002,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.0047896554779912415,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,116,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004713196109005914,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,116,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004713196109005914,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,116,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004713196109005914,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,94,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004782680739903663,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,94,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004782680739903663,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,94,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004782680739903663,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,88,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004751620674973895,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,88,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004751620674973895,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,88,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004751620674973895,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,82,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004673315641122336,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,82,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004673315641122336,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,82,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004673315641122336,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,127,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004205991993710684,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,127,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004205991993710684,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,127,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004205991993710684,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,65,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004811845501228612,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,65,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004811845501228612,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,65,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004811845501228612,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,118,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004757889768309892,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,118,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004757889768309892,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,118,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004757889768309892,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,79,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004749492858519207,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,79,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004749492858519207,False
61,Female,26,True,Diploma,NQF,Education,4,ALEXANDRA,79,False,22,True,Retail,R3500-R7500,Basic,False,Own Car,False,False,90.0,90.0,0.004749492858519207,False
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,WARD_002,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994233115487647,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,WARD_002,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994233115487647,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,WARD_002,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994233115487647,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,116,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994139167611964,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,116,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994139167611964,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,116,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994139167611964,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,94,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994224669858769,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,94,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994224669858769,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,94,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994224669858769,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,88,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994186758709801,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,88,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994186758709801,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,88,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994186758709801,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,82,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994088946144828,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,82,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994088946144828,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,82,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9994088946144828,True
62,Female,43,True,Matric,NQF,Finance,8,ALEXANDRA,127,True,0,False,Retail,>R15000,Intermediate,True,Train,False,False,90.0,90.0,0.9993429524590379,True
